wine number,date,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,color
4789,2022-05-23,5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3,slightly satisfied,white
4790,2024-06-02,7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,moderately satisfied,white
4791,2022-06-27,7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,neutral,white
4792,2023-12-30,5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,neutral,white
4793,2024-10-21,8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,slightly dissatisfied,red
4794,2023-06-30,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,neutral,white
4795,2023-08-20,6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,neutral,white
4796,2023-04-14,7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,neutral,red
4797,2023-11-27,7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,neutral,white
4798,2024-07-25,5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,slightly dissatisfied,red
4799,2023-08-12,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,neutral,white
4800,2024-07-07,7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,slightly satisfied,white
4801,2022-09-06,8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,slightly dissatisfied,white
4802,2024-02-21,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,slightly satisfied,white
4803,2023-11-11,6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,slightly dissatisfied,red
4804,2024-08-30,6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,slightly satisfied,white
4805,2024-01-22,5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4,slightly satisfied,white
4806,2022-03-16,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,neutral,white
4807,2023-04-28,6.3,0.36,0.5,8.3,0.053,51,202,0.9955,3.2,0.51,9.6,neutral,white
4808,2024-05-08,6.9,0.19,0.39,8,0.028,22,84,0.994,3.11,0.66,10.8,neutral,white
4809,2022-01-19,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,neutral,white
4810,2023-06-27,6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,neutral,white
4811,2024-01-29,8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,neutral,red
4812,2022-03-03,7,0.27,0.29,3.9,0.059,28,199,0.9961,3.54,0.59,10.3,slightly dissatisfied,white
4813,2022-09-17,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,neutral,white
4814,2023-05-01,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,slightly dissatisfied,white
4815,2022-01-23,7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,neutral,white
4816,2024-09-06,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,neutral,white
4817,2023-08-15,8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,slightly dissatisfied,white
4818,2024-05-30,7,0.17,0.42,1,0.075,19,71,0.99103,3.32,0.62,11.4,neutral,white
4819,2024-09-22,8.3,0.16,0.48,1.7,0.057,31,98,0.9943,3.15,0.41,10.3,neutral,white
4820,2022-02-26,6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,slightly satisfied,white
4821,2022-10-29,5.6,0.26,0.5,11.4,0.029,25,93,0.99428,3.23,0.49,10.5,neutral,white
4822,2024-04-25,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3,slightly dissatisfied,white
4823,2022-02-17,7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,neutral,white
4824,2023-12-11,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,slightly satisfied,white
4825,2024-05-09,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,neutral,white
4826,2022-01-26,6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2,slightly satisfied,white
4827,2022-05-25,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,slightly dissatisfied,white
4828,2023-11-24,7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3,slightly satisfied,white
4829,2023-02-12,6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,slightly dissatisfied,white
4830,2023-08-19,6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9,slightly dissatisfied,white
4831,2023-03-09,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,slightly satisfied,white
4832,2023-08-12,7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,slightly satisfied,white
4833,2024-06-29,7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,neutral,red
4834,2024-06-14,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,slightly dissatisfied,white
4835,2022-12-10,6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,neutral,white
4836,2024-10-13,5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,slightly satisfied,white
4837,2022-12-19,6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,slightly dissatisfied,red
4838,2024-07-18,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,neutral,white
4839,2024-09-23,7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,neutral,white
4840,2022-02-28,7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,slightly satisfied,white
4841,2024-08-23,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,slightly dissatisfied,white
4842,2022-05-12,8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,slightly dissatisfied,red
4843,2022-08-31,9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,slightly satisfied,red
4844,2022-12-01,9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8,neutral,white
4845,2022-07-31,7.2,0.26,0.32,10.4,0.062,23,114,0.9966,3.23,0.49,10.5,slightly dissatisfied,white
4846,2022-04-03,6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,slightly dissatisfied,white
4847,2023-06-05,7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,slightly dissatisfied,white
4848,2023-07-24,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,slightly satisfied,white
4849,2022-06-20,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,neutral,red
4850,2022-08-23,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,slightly dissatisfied,white
4851,2023-03-20,5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,moderately dissatisfied,white
4852,2024-04-10,12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,slightly satisfied,red
4853,2023-06-24,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,slightly dissatisfied,white
4854,2024-08-28,10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,neutral,red
4855,2022-10-21,6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,slightly dissatisfied,white
4856,2022-12-22,8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,neutral,red
4857,2022-09-23,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,neutral,red
4858,2023-08-14,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,slightly satisfied,white
4859,2023-01-10,8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,slightly dissatisfied,red
4860,2023-08-21,6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,slightly dissatisfied,white
4861,2024-03-20,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,slightly dissatisfied,white
4862,2023-11-16,6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,slightly satisfied,white
4863,2023-07-15,6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,slightly dissatisfied,white
4864,2023-10-22,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,neutral,red
4865,2024-06-02,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5,slightly dissatisfied,white
4866,2022-08-04,7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,slightly dissatisfied,red
4867,2022-05-12,7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,slightly satisfied,white
4868,2022-12-16,6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,neutral,white
4869,2022-06-05,7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,neutral,white
4870,2024-11-04,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,slightly dissatisfied,white
4871,2022-12-04,6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,neutral,white
4872,2024-08-28,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,slightly dissatisfied,white
4873,2022-11-03,7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,slightly dissatisfied,white
4874,2023-03-21,7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,neutral,white
4875,2022-03-08,5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,slightly dissatisfied,white
4876,2023-03-19,6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,neutral,white
4877,2023-01-02,6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,slightly dissatisfied,red
4878,2022-01-31,5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,moderately dissatisfied,white
4879,2023-10-17,6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,moderately satisfied,white
4880,2022-09-22,6.3,0.3,0.19,7.7,0.049,47,184,0.99514,3.22,0.48,9.5,slightly dissatisfied,white
4881,2024-12-04,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,neutral,white
4882,2024-07-31,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,slightly dissatisfied,white
4883,2024-08-10,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,slightly dissatisfied,white
4884,2022-04-07,7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,slightly dissatisfied,white
4885,2023-11-16,7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,neutral,red
4886,2024-06-12,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,slightly dissatisfied,white
4887,2022-01-25,6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,slightly satisfied,white
4888,2022-10-23,6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,neutral,white
4889,2022-11-22,7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5,neutral,white
4890,2022-08-09,8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,slightly satisfied,white
4891,2023-01-14,7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,neutral,white
4892,2024-11-18,7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,slightly satisfied,white
4893,2023-06-19,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,slightly dissatisfied,white
4894,2022-01-28,8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,slightly satisfied,white
4895,2023-02-17,6.4,0.29,0.44,3.6,0.197,75,183,0.9942,3.01,0.38,9.1,slightly dissatisfied,white
4896,2022-12-08,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,neutral,white
4897,2023-05-27,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,neutral,red
4898,2023-10-15,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,neutral,red
4899,2022-07-17,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,slightly dissatisfied,white
4900,2023-06-22,5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,slightly satisfied,white
4901,2022-03-15,6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,moderately dissatisfied,white
4902,2024-04-21,6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,moderately dissatisfied,white
4903,2022-01-30,8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,neutral,red
4904,2022-04-05,5.7,1.13,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8,moderately dissatisfied,red
4905,2023-01-19,9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,slightly dissatisfied,red
4906,2023-04-09,8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,slightly satisfied,red
4907,2022-11-18,6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,neutral,white
4908,2023-06-07,7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,neutral,white
4909,2024-04-14,6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,neutral,white
4910,2023-08-30,6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,slightly dissatisfied,white
4911,2024-11-06,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,slightly dissatisfied,white
4912,2024-07-16,5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,slightly dissatisfied,white
4913,2022-06-09,8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,neutral,white
4914,2022-09-07,10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,neutral,red
4915,2022-06-14,7.9,0.2,0.49,1.6,0.053,15,144,0.993,3.16,0.47,10.5,slightly dissatisfied,white
4916,2022-01-04,6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,slightly satisfied,white
4917,2024-06-22,7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,moderately dissatisfied,red
4918,2023-06-22,7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,slightly dissatisfied,white
4919,2024-09-10,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,slightly satisfied,red
4920,2023-09-16,8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,slightly dissatisfied,red
4921,2023-10-18,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,neutral,red
4922,2023-04-29,7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,neutral,white
4923,2022-08-27,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,slightly dissatisfied,white
4924,2024-09-20,5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,neutral,white
4925,2022-01-02,8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,slightly dissatisfied,white
4926,2022-03-31,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,slightly satisfied,white
4927,2022-09-19,6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,slightly dissatisfied,white
4928,2023-07-02,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,slightly dissatisfied,white
4929,2024-05-30,8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,neutral,white
4930,2022-09-29,5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,slightly satisfied,red
4931,2022-04-26,7,0.24,0.34,3,0.035,36,102,0.9905,3.18,0.43,12.2,neutral,white
4932,2024-10-17,5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,slightly satisfied,white
4933,2023-01-21,5.7,0.33,0.15,1.9,0.05,20,93,0.9934,3.38,0.62,9.9,slightly dissatisfied,white
4934,2022-07-22,7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,slightly dissatisfied,red
4935,2023-02-15,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,neutral,white
4936,2023-03-23,8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,slightly dissatisfied,red
4937,2024-01-13,7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,neutral,white
4938,2023-04-21,8.3,0.27,0.34,10.2,0.048,50,118,0.99716,3.18,0.51,10.3,slightly dissatisfied,white
4939,2023-02-26,8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,slightly dissatisfied,red
4940,2023-03-28,6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,neutral,white
4941,2023-01-08,7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,slightly dissatisfied,white
4942,2023-10-15,6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,neutral,white
4943,2024-05-30,5.9,0.37,0.3,1.5,0.033,35,95,0.98986,3.36,0.56,12,slightly satisfied,white
4944,2022-02-19,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,slightly dissatisfied,red
4945,2023-08-11,7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,neutral,white
4946,2023-01-07,5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,slightly satisfied,white
4947,2023-05-09,7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,neutral,white
4948,2023-12-06,5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,slightly dissatisfied,white
4949,2023-02-19,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,neutral,white
4950,2023-11-25,5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,slightly dissatisfied,white
4951,2023-04-24,6.6,0.22,0.3,14.7,0.045,50,136,0.99704,3.14,0.37,10.6,neutral,white
4952,2022-05-31,6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,neutral,white
4953,2024-05-08,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,slightly dissatisfied,white
4954,2022-01-04,5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,neutral,white
4955,2022-04-19,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,slightly dissatisfied,white
4956,2024-09-10,6.7,0.5,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6,slightly dissatisfied,white
4957,2023-12-28,8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,slightly dissatisfied,red
4958,2023-01-20,6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,slightly dissatisfied,white
4959,2024-10-25,12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,neutral,red
4960,2023-06-21,6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,neutral,white
4961,2022-09-02,6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,neutral,red
4962,2022-06-30,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,neutral,white
4963,2024-12-02,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,slightly dissatisfied,white
4964,2022-02-17,6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,neutral,white
4965,2024-04-14,6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,neutral,white
4966,2023-11-19,7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,slightly dissatisfied,white
4967,2022-07-04,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,slightly dissatisfied,white
4968,2022-07-28,6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,slightly dissatisfied,white
4969,2022-03-15,6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,moderately dissatisfied,white
4970,2024-11-19,5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,slightly dissatisfied,white
4971,2024-04-04,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,neutral,white
4972,2023-04-17,7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,slightly dissatisfied,red
4973,2024-05-21,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,slightly dissatisfied,red
4974,2024-08-24,7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,neutral,red
4975,2022-08-17,6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,slightly satisfied,white
4976,2024-08-26,8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7,slightly dissatisfied,white
4977,2022-04-07,6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,moderately satisfied,white
4978,2024-11-22,6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,slightly dissatisfied,red
4979,2024-09-30,6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,neutral,white
4980,2022-11-24,6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,neutral,white
4981,2023-05-04,6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2,slightly satisfied,white
4982,2022-08-15,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,slightly dissatisfied,white
4983,2023-11-21,8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,neutral,white
4984,2022-04-01,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,slightly dissatisfied,white
4985,2024-08-07,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,slightly dissatisfied,white
4986,2022-05-20,5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,neutral,white
4987,2024-09-22,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,slightly satisfied,white
4988,2024-11-25,7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,slightly satisfied,white
4989,2024-10-07,5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,neutral,white
4990,2024-03-05,6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,slightly satisfied,white
4991,2024-11-06,6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,slightly satisfied,white
4992,2022-07-20,7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,neutral,white
4993,2022-05-14,7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,neutral,white
4994,2024-12-10,6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1,slightly satisfied,white
4995,2022-01-02,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,neutral,white
4996,2023-10-10,6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,moderately satisfied,white
4997,2024-02-26,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,slightly dissatisfied,red
4998,2023-09-03,7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,slightly dissatisfied,red
4999,2024-09-30,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,slightly dissatisfied,white
5000,2022-09-07,10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,slightly dissatisfied,red
5001,2024-10-30,6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,neutral,white
5002,2022-09-03,6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,slightly dissatisfied,white
5003,2024-03-29,7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,slightly dissatisfied,red
5004,2022-04-30,7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,slightly dissatisfied,white
5005,2023-08-21,6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,slightly dissatisfied,white
5006,2023-09-02,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,neutral,white
5007,2023-06-26,6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,slightly dissatisfied,white
5008,2024-04-07,7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,neutral,white
5009,2023-04-30,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,neutral,red
5010,2023-01-20,8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,neutral,red
5011,2022-01-29,5.3,0.3,0.2,1.1,0.077,48,166,0.9944,3.3,0.54,8.7,moderately dissatisfied,white
5012,2023-08-16,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,slightly dissatisfied,white
5013,2022-01-19,8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,slightly dissatisfied,red
5014,2023-11-23,7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,slightly satisfied,white
5015,2023-01-30,7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,slightly satisfied,white
5016,2022-07-07,7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,neutral,white
5017,2023-07-07,8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,neutral,white
5018,2022-07-19,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,slightly dissatisfied,red
5019,2024-03-30,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,neutral,white
5020,2024-09-26,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,slightly dissatisfied,red
5021,2022-11-02,6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,neutral,white
5022,2024-11-10,8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,neutral,white
